GS,SG,slug,PS,FS,V,atleta_id,jogos,PP,FC,DE,G,media,pontos,I,FT,CV,posicao_id,variacao,A,FD,nome,DP,PC,clube_id,DS,FF,CA,clube_nome,preco,apelido,season,rodada,target,media_5,std_5,G_media_5,A_media_5,SG_media_5,DS_media_5,FF_media_5,FS_media_5,pred
,,erick,,5.0,,98022,15,,16.0,,1.0,2.51,0.0,3.0,1.0,,4,0.0,,,Erick Luis Conrado de Carvalho,,,265,20.0,3.0,3.0,BAH,6.99,Erick,2025,38,0.0,0.26000000000000073,0.4277849927241694,1.0,,,19.4,2.6,5.0,0.1513333333333333
,,pedro-raul,,40.0,,98225,31,,53.0,,7.0,3.93,10.4,34.0,2.0,,5,1.08,,24.0,Pedro Raul Garay da Silva,,,354,8.0,30.0,6.0,CEA,8.63,Pedro Raul,2025,38,10.4,2.8200000000000003,4.349942528355979,6.2,,,7.4,28.0,38.4,3.5780000000000034
,,bastos,,,,98280,0,,,,,0.0,0.0,,,,3,0.0,,,Bartolomeu Jacinto Quissanga,,,263,,,,BOT,11.0,Bastos,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,val-soares,,,,98306,0,,,,,0.0,0.0,,,,4,0.0,,,Valdemir de Oliveira Soares,,,287,,,,VIT,3.0,Val Soares,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,negueba,,51.0,,98384,30,,17.0,,6.0,4.5,0.0,5.0,,,5,0.0,2.0,10.0,Luiz Henrique Soares Firmino,,,2305,25.0,13.0,3.0,MIR,5.62,Negueba,2025,38,0.0,5.36,4.8952017323088945,5.8,2.0,,24.4,12.6,46.2,3.5740000000000007
,2.0,kanu,,6.0,,98484,7,,4.0,,,3.4,6.2,,,1.0,3,0.37,,,Victor Hugo Soares dos Santos,,,265,10.0,,,BAH,5.45,Kanu,2025,38,6.2,3.9800000000000004,3.658141604694931,,,1.5,6.6,,4.5,4.339566666666671
,,jean-lucas,,28.0,,98517,32,,42.0,,3.0,4.18,6.3,2.0,1.0,1.0,4,0.52,1.0,11.0,Jean Lucas de Souza Oliveira,,1.0,265,54.0,16.0,3.0,BAH,6.96,Jean Lucas,2025,38,6.3,2.94,2.395412281842104,3.0,1.0,,49.8,15.8,27.6,2.6723333333333334
,5.0,kuscevic,,4.0,,98619,18,,17.0,,1.0,3.69,0.0,1.0,,1.0,3,0.0,,1.0,Benjamín Kuščević Jaramillo,,,356,26.0,3.0,3.0,FOR,6.41,Kuscevic,2025,38,0.0,0.0,0.0,1.0,,5.0,26.0,3.0,4.0,0.0
,,savarino,,18.0,,98672,25,,10.0,,3.0,3.71,0.0,10.0,2.0,,4,0.0,3.0,14.0,Jefferson David Savarino Quintero,,,263,10.0,15.0,1.0,BOT,8.5,Savarino,2025,38,0.0,1.0599999999999994,2.4265201420965012,3.0,3.0,,9.8,14.8,17.8,0.5270000000000005
,7.0,angileri,,5.0,,98720,28,,17.0,,,2.68,0.0,1.0,1.0,,2,-0.05,,1.0,Fabrizio Germán Angileri - Fabricio,,1.0,264,27.0,4.0,4.0,COR,4.49,Angileri,2025,38,0.0,0.06,0.3286335345030914,,,7.0,27.0,4.0,5.0,0.0843333333333333
,,samuel-lino,,19.0,,98873,19,,13.0,,4.0,6.05,0.0,2.0,,,5,0.0,5.0,8.0,Samuel Dias Lino,,,262,20.0,17.0,1.0,FLA,14.51,Samuel Lino,2025,38,0.0,2.76,5.372429617966162,3.4,5.0,,18.8,16.4,18.4,3.984666666666667
,,cuello,,28.0,,98909,16,,17.0,,1.0,4.23,1.3,2.0,3.0,1.0,5,-0.62,1.0,11.0,Tomás Esteban Cuello,,1.0,282,13.0,14.0,3.0,CAM,7.66,Cuello,2025,38,1.3,0.2599999999999997,0.5813776741499583,1.0,1.0,,13.0,13.2,27.2,0.24400000000000005
,4.0,vina,,3.0,,98974,8,,5.0,,,3.12,0.0,,,,2,0.0,,,Matías Nicolás Viña Susperreguy,,,262,4.0,,1.0,FLA,7.09,Viña,2025,38,0.0,0.0,0.0,,,4.0,4.0,,3.0,0.0
,,lourenco,,21.0,,99032,30,1.0,31.0,,2.0,2.54,3.0,1.0,1.0,,4,0.37,1.0,9.0,João Paulo Ferreira Lourenço,,,354,28.0,8.0,4.0,CEA,4.61,Lourenço,2025,38,3.0,0.58,1.3535139452550986,2.0,1.0,,28.0,8.0,21.0,0.2570000000000001
,,lucas-braga,,24.0,,99119,20,,12.0,,1.0,2.14,0.0,3.0,1.0,,5,0.0,,3.0,Lucas Braga Ribeiro,,,287,12.0,4.0,1.0,VIT,4.76,Lucas Braga,2025,38,0.0,0.4000000000000002,0.6519202405202654,1.0,,,11.6,4.0,23.8,0.7176666666666663
,,vegetti,,40.0,,99198,32,,26.0,,13.0,5.31,0.5,7.0,2.0,,5,-0.12,1.0,8.0,Pablo Vegetti,,,267,12.0,26.0,2.0,VAS,12.64,Vegetti,2025,38,0.5,0.6199999999999993,0.6379655163094319,13.0,1.0,,12.0,26.0,38.6,0.5660000000000014
,4.0,puma-rodriguez,,7.0,,99213,23,,9.0,,1.0,3.3,0.0,,2.0,,2,-0.1,2.0,3.0,José Luis Rodríguez Bebanz,,,267,13.0,10.0,,VAS,5.18,Puma Rodríguez,2025,38,0.0,0.6799999999999999,0.9311283477587893,1.0,2.0,4.0,12.6,10.0,6.6,0.9699999999999989
,,ignacio-ramirez,,2.0,,99221,8,,7.0,,,0.68,0.0,,,,5,0.0,,3.0,Juan Ignacio Ramírez Polero,,,292,1.0,3.0,1.0,SPT,2.17,Ignacio Ramírez,2025,38,0.0,0.0,0.0,,,,1.0,3.0,2.0,0.0
,,de-la-cruz,,32.0,,99228,19,,16.0,,,2.56,0.0,,,,4,0.0,,4.0,Diego Nicolás de la Cruz Arcosa,,,262,19.0,10.0,4.0,FLA,7.23,De la Cruz,2025,38,0.0,1.1400000000000001,2.54911749434976,,,,18.4,10.0,31.4,1.1554999999999997
,,bareiro,,18.0,,99248,18,1.0,30.0,,6.0,4.07,12.7,3.0,2.0,1.0,5,2.01,1.0,10.0,Adam Fernando Bareiro Gamarra,,,356,8.0,4.0,6.0,FOR,7.08,Bareiro,2025,38,12.7,4.88,7.198402600577437,5.2,1.0,,8.0,4.0,15.8,4.572000000000001
,,pochettino,,13.0,,99267,23,,9.0,,2.0,4.7,6.2,3.0,,,4,-0.75,4.0,13.0,Tomás Pochettino,,1.0,356,31.0,13.0,3.0,FOR,10.39,Pochettino,2025,38,6.2,5.9,5.832666628567075,1.4,4.0,,28.8,11.6,12.4,7.308666666666671
,10.0,alexander-barboza,,3.0,,99274,21,,42.0,,,5.05,-1.0,1.0,1.0,,3,-0.44,,5.0,Alexander Nahuel Barboza Ullúa,,,263,44.0,7.0,13.0,BOT,9.2,Alexander Barboza,2025,38,-1.0,0.27999999999999964,1.2617448236470037,,,10.0,43.6,7.0,3.0,0.4076666666666671
,,dinenno,,4.0,,99316,8,,6.0,,1.0,1.56,0.0,,,,5,0.0,,2.0,Juan Ignacio Dinenno de Cara,,,276,1.0,3.0,2.0,SAO,4.18,Dinenno,2025,38,0.0,0.0,0.0,1.0,,,1.0,3.0,4.0,0.0
,,luis-zubeldia,,,11.0,99366,25,,,,,5.65,8.75,,,,6,0.4,,,Luis Francisco Zubeldía,,,266,,,,FLU,9.45,Luis Zubeldía,2025,38,8.75,7.94,2.8919889349719123,,,,,,,7.428766666666664
,,michael,,3.0,,99392,13,,1.0,,1.0,3.13,0.0,1.0,,,5,0.0,3.0,3.0,Michael Richard Delgado de Oliveira,,,262,7.0,3.0,,FLA,6.49,Michael,2025,38,0.0,0.0,0.0,1.0,3.0,,7.0,3.0,3.0,0.0
,,baralhas,,26.0,,99440,26,,40.0,,2.0,4.04,13.0,,1.0,,4,0.69,1.0,7.0,Gabriel Baralhas dos Santos,,1.0,287,48.0,13.0,10.0,VIT,7.59,Baralhas,2025,38,13.0,5.24,5.668156666853872,1.2,1.0,,44.4,11.4,23.0,7.760000000000004
22.0,18.0,rossi,,9.0,,99552,35,,,81.0,,5.61,0.0,,,,1,0.0,,,Agustín Daniel Rossi,3.0,,262,,,2.0,FLA,9.79,Rossi,2025,38,0.0,2.6399999999999997,3.9715236370944615,,,17.2,,,9.0,4.2727666666666595
,,paulinho,,2.0,,99818,7,,1.0,,,1.03,0.0,1.0,,,5,0.0,,1.0,Paulo Henrique Sampaio Filho,,,275,2.0,3.0,,PAL,5.0,Paulinho,2025,38,0.0,0.0,0.0,,,,2.0,3.0,2.0,0.0
,9.0,alan-franco,,10.0,,99889,28,,29.0,,,2.6,0.0,2.0,,,3,0.0,,,Alan Javier Franco,,2.0,276,26.0,2.0,7.0,SAO,5.99,Alan Franco,2025,38,0.0,0.7,2.7009257672139,,,8.4,25.8,2.0,9.6,0.21933333333333305
,,igor-gomes,,18.0,,100084,28,,15.0,,5.0,2.96,5.0,1.0,,,4,0.03,2.0,3.0,Igor Silveira Gomes,,,282,14.0,7.0,2.0,CAM,5.75,Igor Gomes,2025,38,5.0,1.0000000000000007,2.2360679774997902,5.0,1.2,,14.0,7.0,18.0,1.5006666666666661
,,pedro-augusto,,11.0,,100085,14,,14.0,,,1.88,2.4,,,1.0,4,-0.05,,3.0,Pedro Augusto Borges da Costa,,,292,19.0,1.0,5.0,SPT,2.63,Pedro Augusto,2025,38,2.4,1.0999999999999999,1.5264337522473743,,,,17.6,1.0,8.2,1.0105333333333326
,,yuri-alberto,1.0,44.0,,100652,26,1.0,25.0,,10.0,5.64,0.0,11.0,1.0,,5,0.0,2.0,11.0,Yuri Alberto Monteiro da Silva,,,264,6.0,30.0,3.0,COR,10.98,Yuri Alberto,2025,38,0.0,5.02,7.860152670273019,10.0,2.0,,5.4,29.8,42.6,3.9809
,,fernando,,3.0,,100695,12,,4.0,,,0.76,-1.0,,,,5,-0.3,,3.0,Fernando dos Santos Pedro,,1.0,280,2.0,4.0,,RBB,2.75,Fernando,2025,38,-1.0,-0.2,0.4472135954999549,,,,2.0,4.0,3.0,-0.2442738095238096
,,matheus-henrique,,13.0,,100742,17,,13.0,,,2.0,3.7,,,,4,0.39,,3.0,Matheus Henrique de Souza,,,283,19.0,3.0,3.0,CRU,5.81,Matheus Henrique,2025,38,3.7,1.1199999999999999,1.5514509338035802,,,,18.2,2.2,11.6,1.2223333333333324
18.0,1.0,brenno,,2.0,,100830,12,,,40.0,,3.83,-1.4,,,1.0,1,-1.26,,,Brenno Oliveira Fraga Costa,1.0,,356,,,1.0,FOR,5.49,Brenno,2025,38,-1.4,2.3,3.8392707640904913,,,1.0,,,2.0,2.9749460317460317
,4.0,ruan,,6.0,,100842,9,,10.0,,1.0,4.27,5.0,,,,3,0.01,,,Ruan Tressoldi Netto,,,282,9.0,,3.0,CAM,7.07,Ruan,2025,38,5.0,1.0,2.2360679774997907,1.0,,3.2,9.0,,6.0,0.9079999999999997
,3.0,lucas-esteves,,3.0,,100846,10,,8.0,,,3.44,6.5,,,,2,0.83,,1.0,Lucas Esteves Souza,,1.0,284,12.0,4.0,1.0,GRE,6.44,Lucas Esteves,2025,38,6.5,2.4,3.110466202999156,,,2.2,11.2,4.0,2.8,4.230566666666668
,1.0,luan-candido,,7.0,,100848,13,,16.0,,1.0,2.89,0.0,2.0,,,2,-0.37,,4.0,Luan Cândido de Almeida,,1.0,292,15.0,6.0,2.0,SPT,6.89,Luan Cândido,2025,38,0.0,1.040000000000001,2.0329781110479304,1.0,,1.0,13.4,4.6,5.6,1.6082380952380944
,15.0,vitinho,,16.0,,100898,32,,26.0,,1.0,5.49,7.2,4.0,,,2,0.32,2.0,4.0,Victor Alexander da Silva,,1.0,263,51.0,7.0,3.0,BOT,9.97,Vitinho,2025,38,7.2,2.3600000000000008,3.394554462665165,1.0,1.2,15.0,49.0,7.0,13.8,2.932333333333335
,,ronald-lopes,,23.0,,100969,29,,40.0,,,2.25,-1.3,3.0,1.0,,4,-1.22,2.0,6.0,Ronald dos Santos Lopes,,,287,33.0,4.0,7.0,VIT,3.34,Ronald Lopes,2025,38,-1.3,1.2200000000000002,3.5002857026248577,,2.0,,32.6,4.0,22.8,0.27922222222222215
,,nonato,,16.0,,100987,20,,19.0,,2.0,2.77,2.9,,,,4,0.01,1.0,1.0,Gustavo Nonato Santana,,,266,20.0,6.0,4.0,FLU,5.1,Nonato,2025,38,2.9,4.680000000000001,5.406662556513029,1.6,1.0,,16.4,5.4,15.0,2.493333333333336
,,junior-santos,,14.0,,101002,16,,9.0,,2.0,1.97,0.0,3.0,,,5,0.0,,2.0,José Antonio dos Santos Júnior,,,282,4.0,5.0,1.0,CAM,5.89,Júnior Santos,2025,38,0.0,0.0,0.0,2.0,,,4.0,5.0,14.0,0.0
,10.0,diego,,63.0,,101027,30,,26.0,,,5.13,3.9,,1.0,,2,0.37,2.0,4.0,Jackson Diego Ibraim Fagundes - Ibrahim,,,354,41.0,7.0,5.0,CEA,9.34,Diego,2025,38,3.9,2.42,1.5706686474237654,,2.0,10.0,38.4,6.8,59.0,1.7505999999999995
,,ferreira,,47.0,,101290,27,,14.0,,5.0,4.56,-0.6,3.0,2.0,,5,-1.57,4.0,6.0,Aldemir dos Santos Ferreira,,1.0,276,17.0,13.0,4.0,SAO,8.06,Ferreira,2025,38,-0.6,2.160000000000001,4.79092892871518,5.0,3.4,,15.8,13.0,43.4,3.526333333333333
,,ademir,2.0,47.0,,101314,29,,26.0,,2.0,4.65,1.5,6.0,,,5,-1.62,6.0,15.0,Ademir da Silva Santos Júnior,,,265,31.0,18.0,7.0,BAH,6.19,Ademir,2025,38,1.5,8.620000000000001,4.790302704422761,1.6,5.2,,29.0,15.2,44.4,5.521333333333339
,6.0,guga,,12.0,,101319,17,,6.0,,1.0,5.26,0.0,,,,2,0.0,1.0,1.0,Cláudio Rodrigues Gomes,,,266,27.0,2.0,1.0,FLU,8.25,Guga,2025,38,0.0,0.0,0.0,1.0,1.0,6.0,27.0,2.0,12.0,0.0
,,marcelo-pitaluga,,,,101478,0,,,,,-1.0,0.0,,,,1,0.0,,,Marcelo de Araújo Pitaluga Filho,,,266,,,1.0,FLU,2.53,Marcelo Pitaluga,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,pepe,,20.0,,101573,14,,22.0,,,2.21,0.0,,,1.0,4,0.0,,1.0,João Pedro Vilardi Pinto,,,287,21.0,1.0,3.0,VIT,4.7,Pepê,2025,38,0.0,0.0,0.0,,,,21.0,1.0,20.0,0.0
30.0,9.0,hugo-souza,,2.0,,101574,26,,,58.0,,3.41,0.0,,,,1,0.0,,,Hugo de Souza Nogueira,,,264,,,3.0,COR,7.15,Hugo Souza,2025,38,0.0,-0.54,0.870631954387145,,,9.0,,,2.0,-0.8392777777777748
,,hugo-moura,,14.0,,101594,30,,40.0,,,1.76,-3.3,,,2.0,4,-0.56,1.0,5.0,Hugo Moura Arruda da Silva,,,267,38.0,5.0,5.0,VAS,3.85,Hugo Moura,2025,38,-3.3,0.16000000000000023,2.2700220263248574,,1.0,,37.6,5.0,13.8,0.41033333333333366
,7.0,ramon,1.0,16.0,,101597,21,,33.0,,,4.36,11.8,3.0,,,2,0.7,,1.0,Ramon Ramos Lima,,1.0,287,37.0,9.0,5.0,VIT,7.75,Ramon,2025,38,11.8,3.9400000000000004,5.498908982698296,,,5.8,34.2,6.2,15.0,2.477833333333334
,,peixoto,,8.0,,101651,11,,18.0,,1.0,3.28,0.1,,1.0,,4,-0.63,,2.0,Daniel Nascimento Peixoto dos Santos,,,286,13.0,7.0,1.0,JUV,4.38,Peixoto,2025,38,0.1,0.82,1.7782013384316195,1.0,,,11.8,5.6,6.6,0.48600000000000015
,2.0,felipe-jonatan,,2.0,,101708,6,,7.0,,,1.73,0.0,,,,2,0.0,,,Felipe Jonatan Rocha Andrade,,,2305,1.0,,,MIR,4.78,Felipe Jonatan,2025,38,0.0,1.3800000000000001,3.085773808949711,,,1.4,1.0,,2.0,1.7029444444444426
,9.0,matheuzinho,,25.0,,101727,31,,29.0,,2.0,5.56,0.9,1.0,,,2,-0.59,3.0,4.0,Matheus França Silva,,1.0,264,62.0,9.0,12.0,COR,9.66,Matheuzinho,2025,38,0.9,2.46,2.9194177501686873,2.0,3.0,9.0,61.0,9.0,24.4,1.5763333333333334
,,pablo-roberto,,,,101733,5,,6.0,,,-0.2,0.0,,,1.0,4,0.0,,,Pablo Roberto dos Santos Barbosa,,,356,2.0,1.0,,FOR,2.62,Pablo Roberto,2025,38,0.0,-0.06,0.1341640786499887,,,,2.0,1.0,,-0.050399603174603215
,3.0,claudinho,,8.0,,101752,15,,10.0,,,2.08,0.0,,,,2,0.0,,1.0,Claudio Coelho Salvático,,,287,11.0,3.0,5.0,VIT,4.35,Claudinho,2025,38,0.0,0.0,0.0,,,3.0,11.0,3.0,8.0,0.0
,,jean-david,,,,101768,0,,,,,0.0,0.0,,,,4,0.0,,,Jean David Meneses Villarroel,,,267,,,,VAS,3.0,Jean David,2025,38,0.0,0.0,0.0,,,,,,,0.0
,11.0,willian-machado,,16.0,,101908,33,,22.0,,,3.77,4.6,,1.0,,3,0.59,1.0,7.0,Willian Estefani Machado,,1.0,354,37.0,8.0,6.0,CEA,5.7,Willian Machado,2025,38,4.6,1.3199999999999998,2.0327321515635077,,1.0,11.0,35.2,8.0,15.6,1.1726666666666659
,,vitinho,,35.0,,101960,26,,40.0,,5.0,4.56,1.9,5.0,2.0,,5,-0.5,1.0,3.0,Vitor Hugo Naum dos Santos,,,285,33.0,17.0,4.0,INT,6.41,Vitinho,2025,38,1.9,5.1,3.720886991027805,5.0,1.0,,30.2,16.2,30.2,3.717400000000002
,2.0,britez,,17.0,,101995,16,,18.0,,,2.64,0.0,,,,3,0.0,1.0,1.0,Emanuel Fermín Brítez,,1.0,356,21.0,3.0,10.0,FOR,5.24,Brítez,2025,38,0.0,0.6,1.341640786499882,,1.0,2.0,19.8,3.0,15.8,0.855666666666666
,11.0,piquerez,,16.0,,102130,28,1.0,9.0,,3.0,5.65,0.0,,,1.0,2,0.0,1.0,7.0,Joaquín Piquerez Moreira,,,275,40.0,16.0,2.0,PAL,12.12,Piquerez,2025,38,0.0,2.06,4.606300033649581,3.0,1.0,10.8,39.4,15.8,16.0,1.7793333333333332
,,vitor-eudes,,,,102137,0,,,,,0.0,0.0,,,,1,0.0,,,Vitor Eudes de Souza Costa,,,266,,,,FLU,2.0,Vitor Eudes,2025,38,0.0,0.0,0.0,,,,,,,0.0
,8.0,lucas-halter,,9.0,,102253,31,,22.0,,4.0,4.1,0.0,1.0,1.0,1.0,3,0.0,1.0,3.0,Lucas Halter,,,287,31.0,10.0,6.0,VIT,6.83,Lucas Halter,2025,38,0.0,3.56,7.151433422748198,3.6,1.0,7.6,30.2,9.6,8.8,5.906666666666674
,,rollheiser,,36.0,,102256,35,,35.0,,1.0,2.76,1.2,3.0,3.0,,4,0.09,3.0,14.0,Benjamín Rollheiser,,,277,23.0,16.0,7.0,SAN,5.92,Rollheiser,2025,38,1.2,0.9,0.6633249580710765,1.0,3.0,,22.6,16.0,35.6,0.6913333333333332
,6.0,caio-paulista,,6.0,,102318,16,,9.0,,,3.24,0.0,1.0,,,2,0.0,,2.0,Caio Fernando de Oliveira,,,282,12.0,4.0,2.0,CAM,6.27,Caio Paulista,2025,38,0.0,0.0,0.0,,,6.0,12.0,4.0,6.0,0.0
,5.0,caca,,17.0,,102340,18,,17.0,,2.0,3.6,0.0,,,,3,0.0,,2.0,Carlos de Menezes Júnior,,2.0,264,15.0,2.0,4.0,COR,6.02,Cacá,2025,38,0.0,0.20000000000000034,0.4472135954999365,2.0,,5.0,15.0,2.0,15.8,0.6923333333333335
,,mastriani,,3.0,,102561,10,,5.0,,,0.76,0.0,3.0,,,5,0.0,,1.0,Gonzalo Mathías Mastriani Borges,,,263,3.0,4.0,1.0,BOT,3.97,Mastriani,2025,38,0.0,0.0,0.0,,,,3.0,4.0,3.0,0.0
,,luan-vinicius,,3.0,,102909,6,,6.0,,,0.78,0.0,,,,4,0.0,,1.0,Luan Vinícius da Silva Santos,,,276,2.0,1.0,,SAO,3.04,Luan Vinícius,2025,38,0.0,0.0,0.0,,,,2.0,1.0,3.0,0.0
,,canobbio,1.0,49.0,,102928,28,,41.0,,4.0,5.28,5.2,7.0,3.0,,5,-2.17,1.0,11.0,Agustín Canobbio Graviz,,,266,47.0,13.0,5.0,FLU,8.1,Canobbio,2025,38,5.2,9.680000000000001,8.281726873062162,3.2,1.0,,44.8,12.2,45.0,6.538000000000002
,,facundo-torres,1.0,34.0,,102950,27,,13.0,,5.0,3.88,8.5,1.0,1.0,,5,1.01,3.0,8.0,Facundo Daniel Torres Pérez,,1.0,275,14.0,7.0,2.0,PAL,9.77,Facundo Torres,2025,38,8.5,1.7,3.801315561749644,4.2,3.0,,14.0,7.0,33.2,1.9699999999999989
,5.0,escobar,,19.0,,102975,29,,35.0,,,4.43,0.0,1.0,,1.0,2,0.0,,3.0,Gonzalo Daniel Escobar,,2.0,277,71.0,6.0,5.0,SAN,8.65,Escobar,2025,38,0.0,0.7,1.56524758424985,,,5.0,70.6,6.0,18.8,0.15533333333333332
,,laquintana,,10.0,,103014,22,,8.0,,4.0,3.69,0.0,8.0,,,5,0.0,3.0,5.0,Ignacio Jesús Laquintana Marsico - Nacho,,,280,14.0,8.0,1.0,RBB,5.61,Laquintana,2025,38,0.0,0.0,0.0,4.0,3.0,,14.0,8.0,10.0,0.0
50.0,9.0,gabriel-brazao,,11.0,,103056,37,,,123.0,,4.29,10.2,,,,1,0.41,,,Gabriel Nascimento Rezende Brazão - Resende,,1.0,277,1.0,,2.0,SAN,7.57,Gabriel Brazão,2025,38,10.2,5.720000000000001,4.014598360982078,,,7.2,1.0,,11.0,4.991100000000002
,,chris-ramos,,14.0,,103179,11,,15.0,,3.0,3.81,0.0,2.0,1.0,1.0,5,0.0,,3.0,Christopher Ramos de la Flor,,,263,6.0,5.0,1.0,BOT,7.67,Chris Ramos,2025,38,0.0,0.0,0.0,3.0,,,6.0,5.0,14.0,0.0
,,eric-ramires,,34.0,,103295,30,,31.0,,2.0,2.57,1.2,,1.0,,4,0.07,1.0,4.0,Eric dos Santos Rodrigues,,,280,25.0,8.0,3.0,RBB,5.32,Eric Ramires,2025,38,1.2,0.24,0.5366563145999549,2.0,1.0,,25.0,8.0,34.0,0.05866666666666666
,4.0,matheus-alexandre,1.0,13.0,,103347,24,,27.0,,,3.88,3.2,,,,2,0.19,1.0,3.0,Matheus Alexandre Anastácio de Souza,,1.0,292,46.0,5.0,7.0,SPT,5.91,Matheus Alexandre,2025,38,3.2,1.36,1.5076471735787698,,1.0,4.0,43.0,5.0,12.2,1.7066666666666646
,,emmanuel-martinez,,10.0,,103388,12,,17.0,,1.0,2.06,0.0,1.0,,,4,0.0,1.0,3.0,Leandro Emmanuel Martínez,,,356,9.0,1.0,6.0,FOR,4.9,Emmanuel Martínez,2025,38,0.0,0.0,0.0,1.0,1.0,,9.0,1.0,10.0,0.0
,,kaio-jorge,3.0,45.0,,103445,33,1.0,37.0,,21.0,9.46,0.0,8.0,5.0,1.0,5,0.0,8.0,21.0,Kaio Jorge Pinto Ramos,,,283,25.0,29.0,4.0,CRU,15.47,Kaio Jorge,2025,38,0.0,9.68,10.645985158734726,20.6,7.8,,23.0,28.4,43.8,7.678333333333326
,,cesar-lucena,,,,103448,7,,,,,3.18,2.85,,,,6,-0.35,,,César Ricardo de Lucena,,,292,,,,SPT,6.35,César Lucena,2025,38,2.85,2.5940000000000003,1.8234390584826246,,,,,,,2.289999999999996
,7.0,ignacio,1.0,15.0,,103523,19,,25.0,,,3.33,0.0,,,1.0,3,0.0,,3.0,Ignácio da Silva Oliveira,,,266,18.0,2.0,2.0,FLU,6.35,Ignácio,2025,38,0.0,2.5,2.6457513110645916,,,6.4,17.2,2.0,14.2,2.4553333333333347
,,rafael-bilu,,22.0,,103576,13,,19.0,,1.0,2.25,0.0,2.0,1.0,,5,0.0,,3.0,Rafael Bilu Mudesto,,,286,6.0,2.0,1.0,JUV,4.15,Rafael Bilu,2025,38,0.0,1.26,1.3992855319769444,1.0,,,5.0,2.0,21.2,1.138333333333333
,,denis-junior,,,,103662,0,,,,,0.0,0.0,,,,1,0.0,,,Dênis de Oliveira Aguiar Júnior,,,265,,,,BAH,3.0,Dênis Júnior,2025,38,0.0,0.0,0.0,,,,,,,0.0
,3.0,gabriel-fuentes,,5.0,,103672,11,,15.0,,,3.22,0.0,,,,2,0.0,,3.0,Gabriel Rafael Fuentes Gómez,,,266,14.0,1.0,3.0,FLU,7.04,Gabriel Fuentes,2025,38,0.0,1.28,2.8621670111997304,,,2.8,14.0,1.0,4.8,0.2973333333333334
,,gabriel-veron,,10.0,,103764,18,,9.0,,,1.2,0.0,2.0,,,5,0.0,,3.0,Gabriel Veron Fonseca de Souza,,,286,9.0,3.0,,JUV,3.55,Gabriel Veron,2025,38,0.0,0.0,0.0,,,,9.0,3.0,10.0,0.0
,,gabriel-menino,,14.0,,103767,19,,14.0,,1.0,2.63,0.0,1.0,,,4,-0.84,1.0,5.0,Gabriel Vinícius Menino,,,282,17.0,5.0,1.0,CAM,5.15,Gabriel Menino,2025,38,0.0,0.0,0.0,1.0,1.0,,17.0,5.0,14.0,0.0
,,hernan-crespo,,,12.0,103912,26,,,,,6.12,3.29,,,,6,-1.09,,,Hernán Jorge Crespo,,,276,,,,SAO,10.35,Hernán Crespo,2025,38,3.29,5.008,3.7640430390738073,,,,,,,5.742466666666673
,,rafael-guanaes,,,17.0,104027,35,,,,,5.76,0.0,,,,6,0.0,,,Rafael Silva Guanaes,,,2305,,,,MIR,8.57,Rafael Guanaes,2025,38,0.0,4.928,3.7536875202925453,,,,,,,5.556633333333325
,10.0,sabino,,16.0,,104075,30,,36.0,,2.0,4.59,4.2,,,,3,-1.79,,6.0,José Sabino Chagas Monteiro,,1.0,276,43.0,8.0,3.0,SAO,6.62,Sabino,2025,38,4.2,6.0600000000000005,7.0765810954160635,1.4,,9.4,38.0,7.4,15.8,4.170333333333332
5.0,4.0,carlos-miguel,,2.0,,104084,6,,,27.0,,8.52,0.0,,,,1,0.0,,,Carlos Miguel dos Santos Pereira,,,275,,,,PAL,11.06,Carlos Miguel,2025,38,0.0,2.1399999999999997,4.785185471849549,,,3.8,,,1.8,3.0458333333333334
,11.0,bruno-fuchs,,13.0,,104085,23,,20.0,,1.0,5.13,9.5,,,,3,0.57,1.0,1.0,Bruno de Lara Fuchs,,2.0,275,36.0,2.0,5.0,PAL,8.62,Bruno Fuchs,2025,38,9.5,2.9,4.277849927241487,1.0,1.0,10.8,33.6,2.0,13.0,2.674
41.0,7.0,lucas-arcanjo,,4.0,,104118,29,,,102.0,,4.32,0.0,,,,1,0.0,,,Lucas Willians Assis Arcanjo,,,287,,,3.0,VIT,7.31,Lucas Arcanjo,2025,38,0.0,0.0,0.0,,,7.0,,,4.0,0.0
,,fabri,,9.0,,104134,17,,18.0,,,2.26,7.5,,,,5,0.89,2.0,3.0,Fabrício do Rosário dos Santos,,1.0,287,13.0,9.0,,VIT,4.76,Fabri,2025,38,7.5,1.5,3.354101966249685,,1.2,,12.2,8.2,8.2,1.3324444444444437
4.0,,raul,,,,104191,2,,,4.0,,0.6,0.6,,,,1,-0.08,,,Raul Jonas Steffens,,,263,,,,BOT,1.95,Raul,2025,38,0.6,0.24,0.3286335345030996,,,,,,,0.5616164021164022
,,edson-carioca,,16.0,,104204,20,,27.0,,4.0,4.54,0.0,2.0,,,5,0.0,2.0,6.0,Edson Guilherme Mendes dos Santos,,,2305,20.0,16.0,1.0,MIR,6.69,Edson Carioca,2025,38,0.0,0.0,0.0,4.0,2.0,,20.0,16.0,16.0,0.0
